date;search_volume
10.10.13;3,664097804
11.10.13;3,664097804
12.10.13;3,14065526
13.10.13;3,14065526
14.10.13;3,664097804
15.10.13;4,187540347
16.10.13;4,187540347
17.10.13;3,664097804
18.10.13;3,664097804
19.10.13;4,71098289
20.10.13;3,664097804
21.10.13;4,187540347
22.10.13;4,71098289
23.10.13;4,71098289
24.10.13;5,234425434
25.10.13;4,71098289
26.10.13;6,281310521
27.10.13;5,234425434
28.10.13;6,281310521
29.10.13;13,60950613
30.10.13;20,93770174
31.10.13;14,65639121
01.11.13;10,46885087
02.11.13;8,898523237
03.11.13;7,851638151
04.11.13;9,421965781
05.11.13;9,945408324
06.11.13;11,51573595
07.11.13;13,60950613
08.11.13;13,60950613
09.11.13;13,60950613
10.11.13;12,0391785
11.11.13;10,46885087
12.11.13;10,99229341
13.11.13;13,08606358
14.11.13;13,60950613
15.11.13;13,60950613
16.11.13;12,0391785
17.11.13;13,60950613
18.11.13;30,88311006
19.11.13;44,49261619
20.11.13;29,83622497
21.11.13;23,03147191
22.11.13;24,60179954
23.11.13;21,98458682
24.11.13;19,89081665
25.11.13;20,93770174
26.11.13;21,46114428
27.11.13;35,07065041
28.11.13;52,34425434
29.11.13;46,58638636
30.11.13;36,11753549
01.12.13;31,4065526
02.12.13;32,45343769
03.12.13;29,31278243
04.12.13;26,69556971
05.12.13;37,68786312
06.12.13;34,02376532
07.12.13;36,64097804
08.12.13;26,17212717
09.12.13;25,64868463
10.12.13;24,078357
11.12.13;23,55491445
12.12.13;21,46114428
13.12.13;21,98458682
14.12.13;18,32048902
15.12.13;19,89081665
16.12.13;21,98458682
17.12.13;21,98458682
18.12.13;39,7816333
19.12.13;27,7424548
20.12.13;19,89081665
21.12.13;18,84393156
22.12.13;18,32048902
23.12.13;17,27360393
24.12.13;16,22671884
25.12.13;15,17983376
26.12.13;15,17983376
27.12.13;15,17983376
28.12.13;14,13294867
29.12.13;13,08606358
30.12.13;13,60950613
31.12.13;13,08606358
01.01.14;12,0391785
02.01.14;13,60950613
03.01.14;14,65639121
04.01.14;12,56262104
05.01.14;14,65639121
06.01.14;17,79704647
07.01.14;16,22671884
08.01.14;16,22671884
09.01.14;16,22671884
10.01.14;16,22671884
11.01.14;14,13294867
12.01.14;14,13294867
13.01.14;14,13294867
14.01.14;14,65639121
15.01.14;14,65639121
16.01.14;16,75016139
17.01.14;17,27360393
18.01.14;13,08606358
19.01.14;13,08606358
20.01.14;15,7032763
21.01.14;16,22671884
22.01.14;17,79704647
23.01.14;15,7032763
24.01.14;15,7032763
25.01.14;13,08606358
26.01.14;13,08606358
27.01.14;17,79704647
28.01.14;20,41425919
29.01.14;15,17983376
30.01.14;13,60950613
31.01.14;12,0391785
01.02.14;11,51573595
02.02.14;12,0391785
03.02.14;11,51573595
04.02.14;12,0391785
05.02.14;12,0391785
06.02.14;12,56262104
07.02.14;17,79704647
08.02.14;13,60950613
09.02.14;13,08606358
10.02.14;19,89081665
11.02.14;18,84393156
12.02.14;16,22671884
13.02.14;14,65639121
14.02.14;18,84393156
15.02.14;13,08606358
16.02.14;13,60950613
17.02.14;13,60950613
18.02.14;14,13294867
19.02.14;14,13294867
20.02.14;16,22671884
21.02.14;14,13294867
22.02.14;12,0391785
23.02.14;10,99229341
24.02.14;17,79704647
25.02.14;42,39884601
26.02.14;31,92999515
27.02.14;19,89081665
28.02.14;28,26589734
01.03.14;20,93770174
02.03.14;15,7032763
03.03.14;15,7032763
04.03.14;15,7032763
05.03.14;18,32048902
06.03.14;26,69556971
07.03.14;31,92999515
08.03.14;16,22671884
09.03.14;13,08606358
10.03.14;13,08606358
11.03.14;11,51573595
12.03.14;10,99229341
13.03.14;10,46885087
14.03.14;9,421965781
15.03.14;8,898523237
16.03.14;7,851638151
17.03.14;8,898523237
18.03.14;9,421965781
19.03.14;8,898523237
20.03.14;9,945408324
21.03.14;12,0391785
22.03.14;8,898523237
23.03.14;7,851638151
24.03.14;8,898523237
25.03.14;11,51573595
26.03.14;10,99229341
27.03.14;10,99229341
28.03.14;9,945408324
29.03.14;7,851638151
30.03.14;8,898523237
31.03.14;8,898523237
01.04.14;8,375080694
02.04.14;8,898523237
03.04.14;8,898523237
04.04.14;7,851638151
05.04.14;6,804753064
06.04.14;6,804753064
07.04.14;7,328195607
08.04.14;7,328195607
09.04.14;8,898523237
10.04.14;9,945408324
11.04.14;9,42196578
12.04.14;7,126871552
13.04.14;7,006077119
14.04.14;7,730843717
15.04.14;7,85163815
16.04.14;8,817993615
17.04.14;8,093227017
18.04.14;6,885282686
19.04.14;6,764488253
20.04.14;6,522899386
21.04.14;6,885282686
22.04.14;6,64369382
23.04.14;6,764488253
24.04.14;6,64369382
25.04.14;6,885282686
26.04.14;5,798132788
27.04.14;5,798132788
28.04.14;6,28131052
29.04.14;6,28131052
30.04.14;6,764488253
01.05.14;6,64369382
02.05.14;5,556543922
03.05.14;5,073366189
04.05.14;5,435749489
05.05.14;6,522899386
06.05.14;6,039721654
07.05.14;5,918927221
08.05.14;6,160516087
09.05.14;6,28131052
10.05.14;5,194160623
11.05.14;5,073366189
12.05.14;5,314955056
13.05.14;6,039721654
14.05.14;5,677338355
15.05.14;5,918927221
16.05.14;6,039721654
17.05.14;5,314955056
18.05.14;5,194160623
19.05.14;5,556543922
20.05.14;6,28131052
21.05.14;6,402104953
22.05.14;6,764488253
23.05.14;6,160516087
24.05.14;5,314955056
25.05.14;6,64369382
26.05.14;7,126871552
27.05.14;7,247665985
28.05.14;7,126871552
29.05.14;7,247665985
30.05.14;7,247665985
31.05.14;6,522899386
01.06.14;6,64369382
02.06.14;6,28131052
03.06.14;7,126871552
04.06.14;6,885282686
05.06.14;6,402104953
06.06.14;5,918927221
07.06.14;5,435749489
08.06.14;5,798132788
09.06.14;5,435749489
10.06.14;6,160516087
11.06.14;6,522899386
12.06.14;7,368460418
13.06.14;7,972432583
14.06.14;6,402104953
15.06.14;6,28131052
16.06.14;7,006077119
17.06.14;6,64369382
18.06.14;6,64369382
19.06.14;6,402104953
20.06.14;6,039721654
21.06.14;4,71098289
22.06.14;5,314955056
23.06.14;5,194160623
24.06.14;5,073366189
25.06.14;5,314955056
26.06.14;4,831777323
27.06.14;6,039721654
28.06.14;5,314955056
29.06.14;5,194160623
30.06.14;5,918927221
01.07.14;6,28131052
02.07.14;6,64369382
03.07.14;5,918927221
04.07.14;5,677338355
05.07.14;4,71098289
06.07.14;5,677338355
